dummy,n_species,min_species,species_order,training_data,testing_data,training_start,val_split,reconstruction_loss,depth,n_latent,beta,monitor,mode,learning_rate,batch_size,epochs,stride,n_bootstrap,n_tile,n_colors,fully_connected,testing,chunk_size,model_type,train_size,val_size,checkpoint_path,pix_err,patch_err
dummy,16,2,abundance,petrer_limestone,union_patches,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-17-38/vae.ckpt,0.014354288578033447,0.13453815261044177
dummy,16,2,abundance,petrer_limestone,union_patches,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-36-01/vae.ckpt,0.00792229175567627,0.09236947791164658
dummy,16,2,abundance,petrer_limestone,union_patches,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_20-45-32/vae.ckpt,0.017036914825439453,0.18072289156626506
dummy,16,2,abundance,petrer_limestone,union_patches,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-27-39/vae.ckpt,0.013099253177642822,0.14859437751004015
dummy,16,2,abundance,petrer_limestone,union_patches,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-05-18/vae.ckpt,0.023013949394226074,0.22690763052208834
dummy,16,2,abundance,petrer_limestone,union_patches,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_20-35-33/vae.ckpt,0.006133913993835449,0.07429718875502007
dummy,16,2,abundance,petrer_limestone,union_patches,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-44-21/vae.ckpt,0.013742446899414062,0.15461847389558234
dummy,16,2,abundance,petrer_limestone,union_patches,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-22-14/vae.ckpt,0.012189388275146484,0.14457831325301204
dummy,16,2,abundance,petrer_limestone,union_patches,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-08-39/vae.ckpt,0.011546194553375244,0.15261044176706828
dummy,16,2,abundance,petrer_limestone,union_patches,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_20-59-13/vae.ckpt,0.009883284568786621,0.13855421686746988
dummy,16,2,abundance,petrer_limestone,union_patches,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-22-46/vae.ckpt,0.01300513744354248,0.14457831325301204
dummy,16,2,abundance,petrer_limestone,union_patches,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-53-49/vae.ckpt,0.00440824031829834,0.050200803212851405
dummy,16,2,abundance,petrer_limestone,union_patches,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-33-12/vae.ckpt,0.008157610893249512,0.10642570281124498
dummy,16,2,abundance,petrer_limestone,union_patches,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_17-22-07/vae.ckpt,0.007153630256652832,0.08433734939759036
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-40-46/vae.ckpt,0.007749736309051514,0.0963855421686747
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-36-50/vae.ckpt,0.003576815128326416,0.04417670682730924
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-23-04/vae.ckpt,0.0044553279876708984,0.05622489959839357
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-33-59/vae.ckpt,0.0012236237525939941,0.020080321285140562
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-18-18/vae.ckpt,0.0048632025718688965,0.07228915662650602
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-50-39/vae.ckpt,0.0022590160369873047,0.028112449799196786
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-27-17/vae.ckpt,0.006933987140655518,0.09236947791164658
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_22-02-58/vae.ckpt,0.005898594856262207,0.06827309236947791
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-23-17/vae.ckpt,0.00505143404006958,0.0642570281124498
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_17-05-25/vae.ckpt,0.008973419666290283,0.10040160642570281
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-54-38/vae.ckpt,0.002321779727935791,0.03614457831325301
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-55-54/vae.ckpt,0.002980649471282959,0.040160642570281124
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-32-29/vae.ckpt,0.006745755672454834,0.08835341365461848
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-28-25/vae.ckpt,0.0037650465965270996,0.04417670682730924
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-45-18/vae.ckpt,0.0057103633880615234,0.07630522088353414
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-59-07/vae.ckpt,0.003576815128326416,0.03614457831325301
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-49-37/vae.ckpt,0.0022904276847839355,0.0321285140562249
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-39-31/vae.ckpt,0.0036081671714782715,0.04819277108433735
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_17-01-16/vae.ckpt,0.009318530559539795,0.10843373493975904
dummy,16,2,abundance,union_patches,union_patches,tune_petrer_limestone,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Fine-tuning Petrer model,249,249,/Users/johannes/work/resecarin/models/bce/val_loss/union_patches/tune_petrer_limestone/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-45-05/vae.ckpt,0.014244496822357178,0.14457831325301204
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-28_10-18-10/vae.ckpt,0.015271604061126709,0.18095238095238095
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_13-27-10/vae.ckpt,0.011011898517608643,0.12142857142857143
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-28_10-20-12/vae.ckpt,0.021800577640533447,0.19047619047619047
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_13-08-57/vae.ckpt,0.020870506763458252,0.28095238095238095
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_13-11-06/vae.ckpt,0.023139894008636475,0.27380952380952384
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_13-15-31/vae.ckpt,0.031454622745513916,0.2976190476190476
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-28_10-05-41/vae.ckpt,0.022823631763458252,0.23333333333333334
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_13-32-21/vae.ckpt,0.015159964561462402,0.16904761904761906
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-28_10-22-16/vae.ckpt,0.02284228801727295,0.2
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_13-02-32/vae.ckpt,0.01357889175415039,0.1357142857142857
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_13-04-41/vae.ckpt,0.015401780605316162,0.17857142857142858
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-28_10-24-18/vae.ckpt,0.03856027126312256,0.36428571428571427
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_13-20-05/vae.ckpt,0.01024925708770752,0.10952380952380952
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_13-13-15/vae.ckpt,0.009598195552825928,0.10238095238095238
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_13-17-46/vae.ckpt,0.04531252384185791,0.46904761904761905
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-28_10-16-07/vae.ckpt,0.02161461114883423,0.2714285714285714
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_13-29-52/vae.ckpt,0.018750011920928955,0.19523809523809524
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_13-22-23/vae.ckpt,0.020479917526245117,0.22857142857142856
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-28_10-12-01/vae.ckpt,0.00805431604385376,0.11190476190476191
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_13-06-49/vae.ckpt,0.04760044813156128,0.430952380952381
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-28_10-09-54/vae.ckpt,0.04890251159667969,0.4452380952380952
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-28_10-07-47/vae.ckpt,0.009691238403320312,0.10952380952380952
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-28_10-14-05/vae.ckpt,0.010472476482391357,0.11190476190476191
dummy,16,2,abundance,mexico_all,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Training from scratch,420,420,/Users/johannes/work/resecarin/models/bce/val_loss/mexico_all/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_13-24-42/vae.ckpt,0.025465011596679688,0.3
dummy,16,2,abundance,petrer_limestone,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,840,840,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_17-25-53/vae.ckpt,0.02646946907043457,0.2702380952380952
dummy,16,2,abundance,petrer_limestone,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,840,840,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-44-47/vae.ckpt,0.02456289529800415,0.24166666666666667
dummy,16,2,abundance,petrer_limestone,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,840,840,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_09-26-02/vae.ckpt,0.022172629833221436,0.22738095238095238
dummy,16,2,abundance,petrer_limestone,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,840,840,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-38-45/vae.ckpt,0.017122387886047363,0.19642857142857142
dummy,16,2,abundance,petrer_limestone,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,840,840,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_20-51-06/vae.ckpt,0.01767110824584961,0.1773809523809524
dummy,16,2,abundance,petrer_limestone,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,840,840,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-31-41/vae.ckpt,0.026190459728240967,0.2642857142857143
dummy,16,2,abundance,petrer_limestone,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,840,840,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_22-02-28/vae.ckpt,0.026088178157806396,0.2630952380952381
dummy,16,2,abundance,petrer_limestone,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,840,840,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-18-28/vae.ckpt,0.032514870166778564,0.33214285714285713
dummy,16,2,abundance,petrer_limestone,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,840,840,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_17-33-28/vae.ckpt,0.02586495876312256,0.26666666666666666
dummy,16,2,abundance,petrer_limestone,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,840,840,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-12-35/vae.ckpt,0.024581491947174072,0.26071428571428573
dummy,16,2,abundance,petrer_limestone,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,840,840,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_17-00-36/vae.ckpt,0.029231786727905273,0.31547619047619047
dummy,16,2,abundance,petrer_limestone,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,840,840,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_09-18-45/vae.ckpt,0.025920748710632324,0.24404761904761904
dummy,16,2,abundance,petrer_limestone,mexico_all,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,20,8,1,False,False,1,Direct transfer from Petrer,840,840,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_17-04-46/vae.ckpt,0.031222105026245117,0.2869047619047619
