"","Jasonia_glutinosa","Aetheorhiza_bulbosa","Helichrysum_stoechas","Filago_fuscescens","Bombycilaena_erecta","Filago_gallica","Phagnalon_saxatile","Phagnalon_rupestre","Dittrichia_viscosa","Pallenis_spinosa","Pallenis_maritima","Artemisia_campestris","Santolina_chamaecyparissus","Calendula_arvensis","Crepis_vesicaria","Leontodon_saxatilis_subsp._rothii","Hypochaeris_radicata","Urospermum_picroides","Sonchus_asper","Sonchus_tenerrimus","Launaea_fragilis","Launaea_arborescens","Reichardia_tingitana","Scorzonera_sp","Centaurea_melitensis","Carduus_tenuiflorus","Atractylis_cancellata","Foeniculum_vulgare","Pseudorlaya_pumila","Distichoselinum_tenuifolium","Thapsia_sp","Thapsia_villosa","Torilis_nodosa","Bupleurum_fruticescens","Eryngium_campestre","Cephalaria_leucantha","Lomelosia_stellata","Thymus_moroderi","Thymus_hyemalis","Thymus_vulgaris","Rosmarinus_officinalis","Lavandula_latifolia","Lavandula_dentata","Lavandula_multifida","Teucrium_libanitis","Teucrium_carolipaui","Teucrium_carthaginense","Teucrium_capitatum","Teucrium_pseudochamaepitys","Ballota_hirsuta","Phlomis_lychnitis","Sideritis_incana","Sideritis_angustifolia","Bellardia_trixago","Orobanche_sp","Plantago_albicans","Plantago_bellardii","Plantago_afra","Globularia_alypum","Linaria_arvensis","Misopates_orontium","Olea_europaea","Echium_creticum","Lithodora_fruticosa","Valantia_hispida","Asperula_aristata","Rubia_peregrina","Periploca_laevigata_subsp._angustifolia","Centaurium_quadrifolium","Blackstonia_perfoliata","Solanum_americanum","Withania_frutescens","Convolvulus_lanuginosus","Convolvulus_althaeoides","Erica_multiflora","Lysimachia_linum-stellatum","Anagallis_arvensis","Coris_monspeliensis","Mesembryanthemum_nodiflorum","Silene_secundiflora","Silene_inaperta","Dianthus_sp","Gypsophila_struthium","Spergularia_rubra","Polycarpon_tetraphyllum","Paronychia_suffruticosa","Paronychia_argentea","Herniaria_fruticosa","Salsola_oppositifolia","Salsola_genistoides","Salsola_kali","Halogeton_sativus","Atriplex_semibaccata","Atriplex_halimus","Rumex_bucephalophorus","Limonium_sp","Limonium_carthaginense","Limonium_echioides","Limonium_cossonianum","Tamarix_canariensis","Thesium_humifusum","Osyris_lanceolata","Medicago_minima","Ononis_tridentata","Astragalus_sp","Astragalus_sesameus","Onobrychis_sp","Lotus_edulis","Dorycnium_pentaphyllum","Anthyllis_cytisoides","Anthyllis_terniflora","Coronilla_minima","Bituminaria_bituminosa","Ulex_parviflorus","Polygala_rupestris","Sanguisorba_minor","Rhamnus_lycioides","Rhamnus_alaternus","Quercus_coccifera","Viola_arborescens","Euphorbia_terracina","Euphorbia_exigua","Euphorbia_falcata","Mercurialis_annua","Linum_strictum","Gymnosporia_senegalensis","Zygophyllum_fabago","Fagonia_cretica","Erucastrum_virgatum","Diplotaxis_harra","Moricandia_arvensis","Carrichtera_annua","Matthiola_fruticulosa","Lobularia_maritima","Reseda_stricta","Reseda_phyteuma","Fumana_laevipes","Fumana_hispidula","Fumana_ericoides","Fumana_thymifolia","Cistus_albidus","Cistus_monspeliensis","Cistus_clusii","Helianthemum_violaceum","Helianthemum_squamatum","Helianthemum_cinereum","Helianthemum_syriacum","Daphne_gnidium","Thymelaea_hirsuta","Thymelaea_tinctoria","Ruta_angustifolia","Haplophyllum_rosmarinifolium","Pistacia_lentiscus","Erodium_malacoides","Erodium_cicutarium","Sedum_sediforme","Serapias_parviflora","Asparagus_albus","Asparagus_acutifolius","Asparagus_horridus","Dipcadi_serotinum","Lapiedra_martinezii","Asphodelus_fistulosus","Hyparrhenia_hirta","Cynodon_dactylon","Phragmites_australis","Vulpia_myuros","Psilurus_incurvus","Dactylis_glomerata","Lamarckia_aurea","Rostraria_cristata","Avena_barbata","Bromus_fasciculatus","Bromus_diandrus","Brachypodium_retusum","Brachypodium_phoenicoides","Brachypodium_distachyon","Stipa_offneri","Piptatherum_miliaceum","Stipa_parviflora","Stipa_capensis","Stipa_tenacissima","Lygeum_spartum","Carex_humilis","Juncus_acutus","Chamaerops_humilis","Juniperus_phoenicea","Juniperus_oxycedrus","Tetraclinis_articulata","Pinus_halepensis","Ephedra_fragilis"
"Fumana_thymifolia",247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468472,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157206,237.157207,237.157207,237.157207,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,237.1572069998,237.1572069998,237.1572069998,237.1572069998,237.157207,237.157207,237.157207,237.157207,185.9062730003,185.9062730003,185.906273,185.9062730003,185.9062730003,185.9062730003,185.906272,185.906272,30.7913930000001,30.7913930000001,30.7913930000001,0,61.5827860000002,61.5827860000002,61.5827870000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,140.23617,140.236171,140.236171,208.516117,208.516117,208.516117,233.986391,233.986391,244.810183,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,650.100055,650.100055,650.100055,650.100055,650.100055
"Cistus_albidus",247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468472,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157206,237.157207,237.157207,237.157207,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,237.1572069998,237.1572069998,237.1572069998,237.1572069998,237.157207,237.157207,237.157207,237.157207,185.9062730003,185.9062730003,185.906273,185.9062730003,185.9062730003,185.9062730003,185.906272,185.906272,61.5827860000002,61.5827860000002,61.5827860000002,61.5827860000002,0,2.82972600000016,2.82972700000008,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,140.23617,140.236171,140.236171,208.516117,208.516117,208.516117,233.986391,233.986391,244.810183,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,650.100055,650.100055,650.100055,650.100055,650.100055
"Cistus_monspeliensis",247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468472,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157206,237.157207,237.157207,237.157207,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,237.1572069998,237.1572069998,237.1572069998,237.1572069998,237.157207,237.157207,237.157207,237.157207,185.9062730003,185.9062730003,185.906273,185.9062730003,185.9062730003,185.9062730003,185.906272,185.906272,61.5827860000002,61.5827860000002,61.5827860000002,61.5827860000002,2.82972600000016,0,2.82972700000008,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,140.23617,140.236171,140.236171,208.516117,208.516117,208.516117,233.986391,233.986391,244.810183,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,650.100055,650.100055,650.100055,650.100055,650.100055
"Cistus_clusii",247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468473,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,237.157208,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157207,237.157208,237.157208,237.157208,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,237.1572079998,237.1572079998,237.1572079998,237.1572079998,237.157208,237.157208,237.157208,237.157208,185.9062740003,185.9062740003,185.906274,185.9062740003,185.9062740003,185.9062740003,185.906273,185.906273,61.5827870000001,61.5827870000001,61.5827870000001,61.5827870000001,2.82972700000008,2.82972700000008,0,61.582787,61.582787,61.582787,61.582787,140.236171,140.236172,140.236172,208.516118,208.516118,208.516118,233.986392,233.986392,244.810184,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,650.100056,650.100056,650.100056,650.100056,650.100056
"Helianthemum_violaceum",247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468472,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157206,237.157207,237.157207,237.157207,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,237.1572069998,237.1572069998,237.1572069998,237.1572069998,237.157207,237.157207,237.157207,237.157207,185.9062730003,185.9062730003,185.906273,185.9062730003,185.9062730003,185.9062730003,185.906272,185.906272,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.582787,0,22.7934200000001,22.7934200000001,22.7934200000001,140.23617,140.236171,140.236171,208.516117,208.516117,208.516117,233.986391,233.986391,244.810183,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,650.100055,650.100055,650.100055,650.100055,650.100055
"Helianthemum_squamatum",247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468472,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157206,237.157207,237.157207,237.157207,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,237.1572069998,237.1572069998,237.1572069998,237.1572069998,237.157207,237.157207,237.157207,237.157207,185.9062730003,185.9062730003,185.906273,185.9062730003,185.9062730003,185.9062730003,185.906272,185.906272,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.582787,22.7934200000001,0,22.7934200000001,22.7934200000001,140.23617,140.236171,140.236171,208.516117,208.516117,208.516117,233.986391,233.986391,244.810183,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,650.100055,650.100055,650.100055,650.100055,650.100055
"Helianthemum_cinereum",247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468472,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157206,237.157207,237.157207,237.157207,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,237.1572069998,237.1572069998,237.1572069998,237.1572069998,237.157207,237.157207,237.157207,237.157207,185.9062730003,185.9062730003,185.906273,185.9062730003,185.9062730003,185.9062730003,185.906272,185.906272,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.582787,22.7934200000001,22.7934200000001,0,22.7934200000001,140.23617,140.236171,140.236171,208.516117,208.516117,208.516117,233.986391,233.986391,244.810183,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,650.100055,650.100055,650.100055,650.100055,650.100055
"Helianthemum_syriacum",247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468472,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157206,237.157207,237.157207,237.157207,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,237.1572069998,237.1572069998,237.1572069998,237.1572069998,237.157207,237.157207,237.157207,237.157207,185.9062730003,185.9062730003,185.906273,185.9062730003,185.9062730003,185.9062730003,185.906272,185.906272,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.5827860000001,61.582787,22.7934200000001,22.7934200000001,22.7934200000001,0,140.23617,140.236171,140.236171,208.516117,208.516117,208.516117,233.986391,233.986391,244.810183,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,650.100055,650.100055,650.100055,650.100055,650.100055
"Daphne_gnidium",247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468472,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157206,237.157207,237.157207,237.157207,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,237.1572069998,237.1572069998,237.1572069998,237.1572069998,237.157207,237.157207,237.157207,237.157207,185.9062730003,185.9062730003,185.906273,185.9062730003,185.9062730003,185.9062730003,185.906272,185.906272,140.23617,140.23617,140.23617,140.23617,140.23617,140.23617,140.236171,140.23617,140.23617,140.23617,140.23617,0,19.429725,19.429725,208.516117,208.516117,208.516117,233.986391,233.986391,244.810183,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,650.100055,650.100055,650.100055,650.100055,650.100055
"Thymelaea_hirsuta",247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468473,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,237.157208,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157207,237.157208,237.157208,237.157208,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,237.1572079998,237.1572079998,237.1572079998,237.1572079998,237.157208,237.157208,237.157208,237.157208,185.9062740003,185.9062740003,185.906274,185.9062740003,185.9062740003,185.9062740003,185.906273,185.906273,140.236171,140.236171,140.236171,140.236171,140.236171,140.236171,140.236172,140.236171,140.236171,140.236171,140.236171,19.429725,0,9.714863,208.516118,208.516118,208.516118,233.986392,233.986392,244.810184,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,650.100056,650.100056,650.100056,650.100056,650.100056
"Thymelaea_tinctoria",247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468473,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,237.157208,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157207,237.157208,237.157208,237.157208,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,237.1572079998,237.1572079998,237.1572079998,237.1572079998,237.157208,237.157208,237.157208,237.157208,185.9062740003,185.9062740003,185.906274,185.9062740003,185.9062740003,185.9062740003,185.906273,185.906273,140.236171,140.236171,140.236171,140.236171,140.236171,140.236171,140.236172,140.236171,140.236171,140.236171,140.236171,19.429725,9.714863,0,208.516118,208.516118,208.516118,233.986392,233.986392,244.810184,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,650.100056,650.100056,650.100056,650.100056,650.100056
