"","Jasonia_glutinosa","Helichrysum_stoechas","Bombycilaena_erecta","Phagnalon_saxatile","Phagnalon_rupestre","Artemisia_campestris","Santolina_chamaecyparissus","Launaea_fragilis","Scorzonera_sp","Atractylis_cancellata","Thapsia_sp","Bupleurum_fruticescens","Eryngium_campestre","Lomelosia_stellata","Thymus_moroderi","Thymus_vulgaris","Rosmarinus_officinalis","Lavandula_latifolia","Teucrium_libanitis","Teucrium_carolipaui","Teucrium_capitatum","Teucrium_pseudochamaepitys","Phlomis_lychnitis","Sideritis_incana","Sideritis_angustifolia","Orobanche_sp","Ruelia_hirsutoglandulosa","Ruellia_lutea","Justicia_mexicana","Lippia_graveolens","Lantana_achyranthifolia","Plantago_albicans","Globularia_alypum","Olea_europaea","Lithodora_fruticosa","Asperula_aristata","Rubia_peregrina","Ipomoea_sp","Convolvulus_lanuginosus","Erica_multiflora","Coris_monspeliensis","Neobuxbaumia_mezcalaensis","Opuntia_decumbens","Dianthus_sp","Gypsophila_struthium","Paronychia_suffruticosa","Paronychia_argentea","Herniaria_fruticosa","Salsola_genistoides","Limonium_sp","Thesium_humifusum","Ononis_tridentata","Astragalus_sp","Onobrychis_sp","Dorycnium_pentaphyllum","Anthyllis_cytisoides","Anthyllis_terniflora","Coronilla_minima","Ulex_parviflorus","Aeschynomene_compacta","Calliandra_eriophylla","Polygala_rupestris","Rhamnus_lycioides","Rhamnus_alaternus","Quercus_coccifera","Echinopterys_eglandulosa","Cnidosculus_tehuacanensis","Diplotaxis_harra","Moricandia_arvensis","Matthiola_fruticulosa","Reseda_stricta","Reseda_phyteuma","Hibiscus_elegans","Fumana_thymifolia","Fumana_laevipes","Fumana_ericoides","Fumana_hispidula","Cistus_albidus","Cistus_clusii","Helianthemum_violaceum","Helianthemum_syriacum","Helianthemum_squamatum","Helianthemum_cinereum","Thymelaea_hirsuta","Thymelaea_tinctoria","Ruta_angustifolia","Haplophyllum_rosmarinifolium","Pistacia_lentiscus","Sedum_sediforme","Asparagus_horridus","Yucca_periculosa","Dipcadi_serotinum","Lapiedra_martinezii","Asphodelus_fistulosus","Bouteloua_gracilis","Brachypodium_retusum","Brachypodium_phoenicoides","Stipa_offneri","Stipa_parviflora","Stipa_tenacissima","Lygeum_spartum","Carex_humilis","Hechtia_podantha","Juniperus_phoenicea","Juniperus_oxycedrus","Pinus_halepensis","Ephedra_fragilis"
"Thymelaea_hirsuta",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,237.157207,237.157207,237.157207,237.157208,237.157207,237.157208,237.157208,237.157207,237.157207,237.157208,237.157207,237.157208,237.157208,237.157208,237.157208,237.157207,185.9062740003,185.906274,185.9062740003,185.906273,185.906273,140.236171,140.236171,140.236171,140.236171,140.236171,140.236171,140.236172,140.236171,140.236171,140.236171,140.236171,0,9.714863,208.516118,208.516118,208.516118,244.810184,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Thymelaea_tinctoria",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,237.157207,237.157207,237.157207,237.157208,237.157207,237.157208,237.157208,237.157207,237.157207,237.157208,237.157207,237.157208,237.157208,237.157208,237.157208,237.157207,185.9062740003,185.906274,185.9062740003,185.906273,185.906273,140.236171,140.236171,140.236171,140.236171,140.236171,140.236171,140.236172,140.236171,140.236171,140.236171,140.236171,9.714863,0,208.516118,208.516118,208.516118,244.810184,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Ruta_angustifolia",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,237.157207,237.157207,237.157207,237.157208,237.157207,237.157208,237.157208,237.157207,237.157207,237.157208,237.157207,237.157208,237.157208,237.157208,237.157208,237.157207,208.5161180003,208.516118,208.5161180003,208.516117,208.516117,208.516117,208.516117,208.516117,208.516117,208.516117,208.516117,208.516118,208.516117,208.516117,208.516117,208.516117,208.516118,208.516118,0,101.335416,159.836682,244.810184,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Haplophyllum_rosmarinifolium",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,237.157207,237.157207,237.157207,237.157208,237.157207,237.157208,237.157208,237.157207,237.157207,237.157208,237.157207,237.157208,237.157208,237.157208,237.157208,237.157207,208.5161180003,208.516118,208.5161180003,208.516117,208.516117,208.516117,208.516117,208.516117,208.516117,208.516117,208.516117,208.516118,208.516117,208.516117,208.516117,208.516117,208.516118,208.516118,101.335416,0,159.836682,244.810184,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Pistacia_lentiscus",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,237.157207,237.157207,237.157207,237.157208,237.157207,237.157208,237.157208,237.157207,237.157207,237.157208,237.157207,237.157208,237.157208,237.157208,237.157208,237.157207,208.5161180003,208.516118,208.5161180003,208.516117,208.516117,208.516117,208.516117,208.516117,208.516117,208.516117,208.516117,208.516118,208.516117,208.516117,208.516117,208.516117,208.516118,208.516118,159.836682,159.836682,0,244.810184,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Sedum_sediforme",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,244.810183,244.810183,244.810183,244.810184,244.810183,244.810184,244.810184,244.810183,244.810183,244.810184,244.810183,244.810184,244.810184,244.810184,244.810184,244.810183,244.8101840003,244.810184,244.8101840003,244.810183,244.810183,244.810183,244.810183,244.810183,244.810183,244.810183,244.810183,244.810184,244.810183,244.810183,244.810183,244.810183,244.810184,244.810184,244.810184,244.810184,244.810184,0,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Asparagus_horridus",271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.5161300003,271.51613,271.5161300003,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,0,117.359431,118.372158,124.98674,135.100955,229.201125,229.201126,229.201126,229.201125,229.201126,229.201126,229.201126,229.201125,229.201125,650.100056,650.100056,650.100056,650.100056
"Yucca_periculosa",271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516128,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.5161290003,271.516129,271.5161290003,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,117.359431,0,118.372157,124.986739,135.100954,229.201124,229.201125,229.201125,229.201124,229.201125,229.201125,229.201125,229.201124,229.201124,650.100055,650.100055,650.100055,650.100055
"Dipcadi_serotinum",271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.5161300003,271.51613,271.5161300003,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,118.372158,118.372157,0,124.98674,135.100955,229.201125,229.201126,229.201126,229.201125,229.201126,229.201126,229.201126,229.201125,229.201125,650.100056,650.100056,650.100056,650.100056
"Lapiedra_martinezii",271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.5161300003,271.51613,271.5161300003,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,124.98674,124.986739,124.98674,0,135.100955,229.201125,229.201126,229.201126,229.201125,229.201126,229.201126,229.201126,229.201125,229.201125,650.100056,650.100056,650.100056,650.100056
"Asphodelus_fistulosus",271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516128,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.5161290003,271.516129,271.5161290003,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,135.100955,135.100954,135.100955,135.100955,0,229.201124,229.201125,229.201125,229.201124,229.201125,229.201125,229.201125,229.201124,229.201124,650.100055,650.100055,650.100055,650.100055
"Bouteloua_gracilis",271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516128,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.5161290003,271.516129,271.5161290003,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,229.201125,229.201124,229.201125,229.201125,229.201124,0,79.5021550000001,79.5021550000001,79.5021540000002,79.5021550000001,79.5021550000001,79.5021550000001,187.643012,201.951056,650.100055,650.100055,650.100055,650.100055
"Brachypodium_retusum",271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.5161300003,271.51613,271.5161300003,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,229.201126,229.201125,229.201126,229.201126,229.201125,79.5021550000001,0,2.385466,47.6998830000001,47.699884,47.699884,54.897342,187.643013,201.951057,650.100056,650.100056,650.100056,650.100056
"Brachypodium_phoenicoides",271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.5161300003,271.51613,271.5161300003,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,229.201126,229.201125,229.201126,229.201126,229.201125,79.5021550000001,2.385466,0,47.6998830000001,47.699884,47.699884,54.897342,187.643013,201.951057,650.100056,650.100056,650.100056,650.100056
"Stipa_offneri",271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516128,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.5161290003,271.516129,271.5161290003,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,229.201125,229.201124,229.201125,229.201125,229.201124,79.5021540000002,47.6998830000001,47.6998830000001,0,19.2886350000001,19.2886350000001,54.8973410000001,187.643012,201.951056,650.100055,650.100055,650.100055,650.100055
"Stipa_parviflora",271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.5161300003,271.51613,271.5161300003,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,229.201126,229.201125,229.201126,229.201126,229.201125,79.5021550000001,47.699884,47.699884,19.2886350000001,0,18.765178,54.897342,187.643013,201.951057,650.100056,650.100056,650.100056,650.100056
"Stipa_tenacissima",271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.5161300003,271.51613,271.5161300003,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,229.201126,229.201125,229.201126,229.201126,229.201125,79.5021550000001,47.699884,47.699884,19.2886350000001,18.765178,0,54.897342,187.643013,201.951057,650.100056,650.100056,650.100056,650.100056
"Lygeum_spartum",271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.516129,271.51613,271.51613,271.51613,271.51613,271.516129,271.5161300003,271.51613,271.5161300003,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.51613,271.516129,271.516129,271.516129,271.516129,271.51613,271.51613,271.51613,271.51613,271.51613,271.51613,229.201126,229.201125,229.201126,229.201126,229.201125,79.5021550000001,54.897342,54.897342,54.8973410000001,54.897342,54.897342,0,187.643013,201.951057,650.100056,650.100056,650.100056,650.100056
"Carex_humilis",271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516128,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.5161290003,271.516129,271.5161290003,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,229.201125,229.201124,229.201125,229.201125,229.201124,187.643012,187.643013,187.643013,187.643012,187.643013,187.643013,187.643013,0,201.951056,650.100055,650.100055,650.100055,650.100055
"Hechtia_podantha",271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516128,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516128,271.516129,271.516129,271.516129,271.516129,271.516128,271.5161290003,271.516129,271.5161290003,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516128,271.516129,271.516128,271.516128,271.516128,271.516128,271.516129,271.516129,271.516129,271.516129,271.516129,271.516129,229.201125,229.201124,229.201125,229.201125,229.201124,201.951056,201.951057,201.951057,201.951056,201.951057,201.951057,201.951057,201.951056,0,650.100055,650.100055,650.100055,650.100055
"Juniperus_phoenicea",650.100055,650.100056,650.100056,650.100056,650.100056,650.100056,650.100055,650.100055,650.100055,650.100056,650.100055,650.100056,650.100056,650.100055,650.100055,650.100056,650.100056,650.100055,650.100055,650.100055,650.100056,650.100056,650.100055,650.100055,650.100056,650.100055,650.100055,650.100055,650.100055,650.100055,650.100056,650.100056,650.100056,650.100056,650.100056,650.100056,650.100056,650.100055,650.100056,650.100056,650.100056,650.100056,650.100056,650.100055,650.100055,650.100055,650.100055,650.100055,650.100056,650.100055,650.100055,650.100055,650.100055,650.100055,650.100056,650.100055,650.100056,650.100056,650.100055,650.100055,650.100056,650.100055,650.100056,650.100056,650.100056,650.100056,650.100055,650.1000560003,650.100056,650.1000560003,650.100055,650.100055,650.100055,650.100055,650.100055,650.100055,650.100055,650.100055,650.100056,650.100055,650.100055,650.100055,650.100055,650.100056,650.100056,650.100056,650.100056,650.100056,650.100056,650.100056,650.100055,650.100056,650.100056,650.100055,650.100055,650.100056,650.100056,650.100055,650.100056,650.100056,650.100056,650.100055,650.100055,0,10.07296,253.645516,541.715216
"Juniperus_oxycedrus",650.100055,650.100056,650.100056,650.100056,650.100056,650.100056,650.100055,650.100055,650.100055,650.100056,650.100055,650.100056,650.100056,650.100055,650.100055,650.100056,650.100056,650.100055,650.100055,650.100055,650.100056,650.100056,650.100055,650.100055,650.100056,650.100055,650.100055,650.100055,650.100055,650.100055,650.100056,650.100056,650.100056,650.100056,650.100056,650.100056,650.100056,650.100055,650.100056,650.100056,650.100056,650.100056,650.100056,650.100055,650.100055,650.100055,650.100055,650.100055,650.100056,650.100055,650.100055,650.100055,650.100055,650.100055,650.100056,650.100055,650.100056,650.100056,650.100055,650.100055,650.100056,650.100055,650.100056,650.100056,650.100056,650.100056,650.100055,650.1000560003,650.100056,650.1000560003,650.100055,650.100055,650.100055,650.100055,650.100055,650.100055,650.100055,650.100055,650.100056,650.100055,650.100055,650.100055,650.100055,650.100056,650.100056,650.100056,650.100056,650.100056,650.100056,650.100056,650.100055,650.100056,650.100056,650.100055,650.100055,650.100056,650.100056,650.100055,650.100056,650.100056,650.100056,650.100055,650.100055,10.07296,0,253.645516,541.715216
"Pinus_halepensis",650.100055,650.100056,650.100056,650.100056,650.100056,650.100056,650.100055,650.100055,650.100055,650.100056,650.100055,650.100056,650.100056,650.100055,650.100055,650.100056,650.100056,650.100055,650.100055,650.100055,650.100056,650.100056,650.100055,650.100055,650.100056,650.100055,650.100055,650.100055,650.100055,650.100055,650.100056,650.100056,650.100056,650.100056,650.100056,650.100056,650.100056,650.100055,650.100056,650.100056,650.100056,650.100056,650.100056,650.100055,650.100055,650.100055,650.100055,650.100055,650.100056,650.100055,650.100055,650.100055,650.100055,650.100055,650.100056,650.100055,650.100056,650.100056,650.100055,650.100055,650.100056,650.100055,650.100056,650.100056,650.100056,650.100056,650.100055,650.1000560003,650.100056,650.1000560003,650.100055,650.100055,650.100055,650.100055,650.100055,650.100055,650.100055,650.100055,650.100056,650.100055,650.100055,650.100055,650.100055,650.100056,650.100056,650.100056,650.100056,650.100056,650.100056,650.100056,650.100055,650.100056,650.100056,650.100055,650.100055,650.100056,650.100056,650.100055,650.100056,650.100056,650.100056,650.100055,650.100055,253.645516,253.645516,0,541.715216
