"","Jasonia_glutinosa","Helichrysum_stoechas","Bombycilaena_erecta","Phagnalon_saxatile","Phagnalon_rupestre","Artemisia_campestris","Santolina_chamaecyparissus","Launaea_fragilis","Scorzonera_sp","Atractylis_cancellata","Thapsia_sp","Bupleurum_fruticescens","Eryngium_campestre","Lomelosia_stellata","Thymus_moroderi","Thymus_vulgaris","Rosmarinus_officinalis","Lavandula_latifolia","Teucrium_libanitis","Teucrium_carolipaui","Teucrium_capitatum","Teucrium_pseudochamaepitys","Phlomis_lychnitis","Sideritis_incana","Sideritis_angustifolia","Orobanche_sp","Ruelia_hirsutoglandulosa","Ruellia_lutea","Justicia_mexicana","Lippia_graveolens","Lantana_achyranthifolia","Plantago_albicans","Globularia_alypum","Olea_europaea","Lithodora_fruticosa","Asperula_aristata","Rubia_peregrina","Ipomoea_sp","Convolvulus_lanuginosus","Erica_multiflora","Coris_monspeliensis","Neobuxbaumia_mezcalaensis","Opuntia_decumbens","Dianthus_sp","Gypsophila_struthium","Paronychia_suffruticosa","Paronychia_argentea","Herniaria_fruticosa","Salsola_genistoides","Limonium_sp","Thesium_humifusum","Ononis_tridentata","Astragalus_sp","Onobrychis_sp","Dorycnium_pentaphyllum","Anthyllis_cytisoides","Anthyllis_terniflora","Coronilla_minima","Ulex_parviflorus","Aeschynomene_compacta","Calliandra_eriophylla","Polygala_rupestris","Rhamnus_lycioides","Rhamnus_alaternus","Quercus_coccifera","Echinopterys_eglandulosa","Cnidosculus_tehuacanensis","Diplotaxis_harra","Moricandia_arvensis","Matthiola_fruticulosa","Reseda_stricta","Reseda_phyteuma","Hibiscus_elegans","Fumana_thymifolia","Fumana_laevipes","Fumana_ericoides","Fumana_hispidula","Cistus_albidus","Cistus_clusii","Helianthemum_violaceum","Helianthemum_syriacum","Helianthemum_squamatum","Helianthemum_cinereum","Thymelaea_hirsuta","Thymelaea_tinctoria","Ruta_angustifolia","Haplophyllum_rosmarinifolium","Pistacia_lentiscus","Sedum_sediforme","Asparagus_horridus","Yucca_periculosa","Dipcadi_serotinum","Lapiedra_martinezii","Asphodelus_fistulosus","Bouteloua_gracilis","Brachypodium_retusum","Brachypodium_phoenicoides","Stipa_offneri","Stipa_parviflora","Stipa_tenacissima","Lygeum_spartum","Carex_humilis","Hechtia_podantha","Juniperus_phoenicea","Juniperus_oxycedrus","Pinus_halepensis","Ephedra_fragilis"
"Convolvulus_lanuginosus",213.482821,213.482822,213.482822,213.482822,213.482822,213.482822,213.482821,213.482821,213.482821,213.482822,213.482821,213.482822,213.482822,213.482821,179.502135,179.502136,179.502136,179.502135,179.502135,179.502135,179.502136,179.502136,179.502135,179.502135,179.502136,179.502135,179.502135,179.502135,179.502135,179.502135,179.502136,179.502136,179.502136,179.502136,179.502136,171.826274,171.826274,32.503311,0,224.681458,224.681458,239.748468,239.748468,239.748467,239.748467,239.748467,239.748467,239.748467,239.748468,239.748467,242.769329,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.4684740003,247.468474,247.4684740003,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Erica_multiflora",224.681457,224.681458,224.681458,224.681458,224.681458,224.681458,224.681457,224.681457,224.681457,224.681458,224.681457,224.681458,224.681458,224.681457,224.681457,224.681458,224.681458,224.681457,224.681457,224.681457,224.681458,224.681458,224.681457,224.681457,224.681458,224.681457,224.681457,224.681457,224.681457,224.681457,224.681458,224.681458,224.681458,224.681458,224.681458,224.681458,224.681458,224.681457,224.681458,0,189.766586,239.748468,239.748468,239.748467,239.748467,239.748467,239.748467,239.748467,239.748468,239.748467,242.769329,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.4684740003,247.468474,247.4684740003,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Coris_monspeliensis",224.681457,224.681458,224.681458,224.681458,224.681458,224.681458,224.681457,224.681457,224.681457,224.681458,224.681457,224.681458,224.681458,224.681457,224.681457,224.681458,224.681458,224.681457,224.681457,224.681457,224.681458,224.681458,224.681457,224.681457,224.681458,224.681457,224.681457,224.681457,224.681457,224.681457,224.681458,224.681458,224.681458,224.681458,224.681458,224.681458,224.681458,224.681457,224.681458,189.766586,0,239.748468,239.748468,239.748467,239.748467,239.748467,239.748467,239.748467,239.748468,239.748467,242.769329,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.4684740003,247.468474,247.4684740003,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Neobuxbaumia_mezcalaensis",239.748467,239.748468,239.748468,239.748468,239.748468,239.748468,239.748467,239.748467,239.748467,239.748468,239.748467,239.748468,239.748468,239.748467,239.748467,239.748468,239.748468,239.748467,239.748467,239.748467,239.748468,239.748468,239.748467,239.748467,239.748468,239.748467,239.748467,239.748467,239.748467,239.748467,239.748468,239.748468,239.748468,239.748468,239.748468,239.748468,239.748468,239.748467,239.748468,239.748468,239.748468,0,43.13837,175.701207,175.701207,175.701207,175.701207,175.701207,175.701208,214.102615,242.769329,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.4684740003,247.468474,247.4684740003,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Opuntia_decumbens",239.748467,239.748468,239.748468,239.748468,239.748468,239.748468,239.748467,239.748467,239.748467,239.748468,239.748467,239.748468,239.748468,239.748467,239.748467,239.748468,239.748468,239.748467,239.748467,239.748467,239.748468,239.748468,239.748467,239.748467,239.748468,239.748467,239.748467,239.748467,239.748467,239.748467,239.748468,239.748468,239.748468,239.748468,239.748468,239.748468,239.748468,239.748467,239.748468,239.748468,239.748468,43.13837,0,175.701207,175.701207,175.701207,175.701207,175.701207,175.701208,214.102615,242.769329,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.4684740003,247.468474,247.4684740003,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Dianthus_sp",239.748466,239.748467,239.748467,239.748467,239.748467,239.748467,239.748466,239.748466,239.748466,239.748467,239.748466,239.748467,239.748467,239.748466,239.748466,239.748467,239.748467,239.748466,239.748466,239.748466,239.748467,239.748467,239.748466,239.748466,239.748467,239.748466,239.748466,239.748466,239.748466,239.748466,239.748467,239.748467,239.748467,239.748467,239.748467,239.748467,239.748467,239.748466,239.748467,239.748467,239.748467,175.701207,175.701207,0,56.9042820000001,117.763262,117.763262,117.763262,140.225263,214.102614,242.769328,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.4684730003,247.468473,247.4684730003,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Gypsophila_struthium",239.748466,239.748467,239.748467,239.748467,239.748467,239.748467,239.748466,239.748466,239.748466,239.748467,239.748466,239.748467,239.748467,239.748466,239.748466,239.748467,239.748467,239.748466,239.748466,239.748466,239.748467,239.748467,239.748466,239.748466,239.748467,239.748466,239.748466,239.748466,239.748466,239.748466,239.748467,239.748467,239.748467,239.748467,239.748467,239.748467,239.748467,239.748466,239.748467,239.748467,239.748467,175.701207,175.701207,56.9042820000001,0,117.763262,117.763262,117.763262,140.225263,214.102614,242.769328,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.4684730003,247.468473,247.4684730003,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Paronychia_suffruticosa",239.748466,239.748467,239.748467,239.748467,239.748467,239.748467,239.748466,239.748466,239.748466,239.748467,239.748466,239.748467,239.748467,239.748466,239.748466,239.748467,239.748467,239.748466,239.748466,239.748466,239.748467,239.748467,239.748466,239.748466,239.748467,239.748466,239.748466,239.748466,239.748466,239.748466,239.748467,239.748467,239.748467,239.748467,239.748467,239.748467,239.748467,239.748466,239.748467,239.748467,239.748467,175.701207,175.701207,117.763262,117.763262,0,50.810236,83.80551,140.225263,214.102614,242.769328,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.4684730003,247.468473,247.4684730003,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Paronychia_argentea",239.748466,239.748467,239.748467,239.748467,239.748467,239.748467,239.748466,239.748466,239.748466,239.748467,239.748466,239.748467,239.748467,239.748466,239.748466,239.748467,239.748467,239.748466,239.748466,239.748466,239.748467,239.748467,239.748466,239.748466,239.748467,239.748466,239.748466,239.748466,239.748466,239.748466,239.748467,239.748467,239.748467,239.748467,239.748467,239.748467,239.748467,239.748466,239.748467,239.748467,239.748467,175.701207,175.701207,117.763262,117.763262,50.810236,0,83.80551,140.225263,214.102614,242.769328,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.4684730003,247.468473,247.4684730003,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Herniaria_fruticosa",239.748466,239.748467,239.748467,239.748467,239.748467,239.748467,239.748466,239.748466,239.748466,239.748467,239.748466,239.748467,239.748467,239.748466,239.748466,239.748467,239.748467,239.748466,239.748466,239.748466,239.748467,239.748467,239.748466,239.748466,239.748467,239.748466,239.748466,239.748466,239.748466,239.748466,239.748467,239.748467,239.748467,239.748467,239.748467,239.748467,239.748467,239.748466,239.748467,239.748467,239.748467,175.701207,175.701207,117.763262,117.763262,83.80551,83.80551,0,140.225263,214.102614,242.769328,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.4684730003,247.468473,247.4684730003,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Salsola_genistoides",239.748467,239.748468,239.748468,239.748468,239.748468,239.748468,239.748467,239.748467,239.748467,239.748468,239.748467,239.748468,239.748468,239.748467,239.748467,239.748468,239.748468,239.748467,239.748467,239.748467,239.748468,239.748468,239.748467,239.748467,239.748468,239.748467,239.748467,239.748467,239.748467,239.748467,239.748468,239.748468,239.748468,239.748468,239.748468,239.748468,239.748468,239.748467,239.748468,239.748468,239.748468,175.701208,175.701208,140.225263,140.225263,140.225263,140.225263,140.225263,0,214.102615,242.769329,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468473,247.4684740003,247.468474,247.4684740003,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Limonium_sp",239.748466,239.748467,239.748467,239.748467,239.748467,239.748467,239.748466,239.748466,239.748466,239.748467,239.748466,239.748467,239.748467,239.748466,239.748466,239.748467,239.748467,239.748466,239.748466,239.748466,239.748467,239.748467,239.748466,239.748466,239.748467,239.748466,239.748466,239.748466,239.748466,239.748466,239.748467,239.748467,239.748467,239.748467,239.748467,239.748467,239.748467,239.748466,239.748467,239.748467,239.748467,214.102615,214.102615,214.102614,214.102614,214.102614,214.102614,214.102614,214.102615,0,242.769328,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.4684730003,247.468473,247.4684730003,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Thesium_humifusum",242.769328,242.769329,242.769329,242.769329,242.769329,242.769329,242.769328,242.769328,242.769328,242.769329,242.769328,242.769329,242.769329,242.769328,242.769328,242.769329,242.769329,242.769328,242.769328,242.769328,242.769329,242.769329,242.769328,242.769328,242.769329,242.769328,242.769328,242.769328,242.769328,242.769328,242.769329,242.769329,242.769329,242.769329,242.769329,242.769329,242.769329,242.769328,242.769329,242.769329,242.769329,242.769329,242.769329,242.769328,242.769328,242.769328,242.769328,242.769328,242.769329,242.769328,0,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468472,247.4684730003,247.468473,247.4684730003,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Ononis_tridentata",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,0,64.5197160000001,64.519716,98.853041,98.8530400000001,98.853041,98.853041,128.43185,128.43185,155.926373,192.149824,225.402391,225.402391,225.402391,231.571129,231.571128,237.1572070003,237.157207,237.1572070003,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Astragalus_sp",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,64.5197160000001,0,57.3085660000001,98.8530410000001,98.8530400000001,98.8530410000001,98.8530410000001,128.43185,128.43185,155.926373,192.149824,225.402391,225.402391,225.402391,231.571129,231.571128,237.1572070003,237.157207,237.1572070003,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Onobrychis_sp",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,64.519716,57.3085660000001,0,98.853041,98.85304,98.853041,98.853041,128.43185,128.43185,155.926373,192.149824,225.402391,225.402391,225.402391,231.571129,231.571128,237.1572070003,237.157207,237.1572070003,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Dorycnium_pentaphyllum",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,98.853041,98.8530410000001,98.853041,0,35.579539,35.57954,46.50304,128.431851,128.431851,155.926374,192.149825,225.402392,225.402392,225.402392,231.57113,231.571129,237.1572080003,237.157208,237.1572080003,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,244.810184,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Anthyllis_cytisoides",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,98.8530400000001,98.8530400000001,98.85304,35.579539,0,13.257629,46.503039,128.43185,128.43185,155.926373,192.149824,225.402391,225.402391,225.402391,231.571129,231.571128,237.1572070003,237.157207,237.1572070003,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Anthyllis_terniflora",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,98.853041,98.8530410000001,98.853041,35.57954,13.257629,0,46.50304,128.431851,128.431851,155.926374,192.149825,225.402392,225.402392,225.402392,231.57113,231.571129,237.1572080003,237.157208,237.1572080003,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,244.810184,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Coronilla_minima",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,98.853041,98.8530410000001,98.853041,46.50304,46.503039,46.50304,0,128.431851,128.431851,155.926374,192.149825,225.402392,225.402392,225.402392,231.57113,231.571129,237.1572080003,237.157208,237.1572080003,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,244.810184,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
"Ulex_parviflorus",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,128.43185,128.43185,128.43185,128.431851,128.43185,128.431851,128.431851,0,118.414418,155.926373,192.149824,225.402391,225.402391,225.402391,231.571129,231.571128,237.1572070003,237.157207,237.1572070003,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Aeschynomene_compacta",247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468472,247.468473,247.468473,247.468472,247.468472,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468473,247.468473,247.468473,247.468473,247.468473,247.468472,247.468472,247.468472,247.468472,247.468472,247.468473,247.468472,247.468472,128.43185,128.43185,128.43185,128.431851,128.43185,128.431851,128.431851,118.414418,0,155.926373,192.149824,225.402391,225.402391,225.402391,231.571129,231.571128,237.1572070003,237.157207,237.1572070003,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157206,237.157207,237.157206,237.157206,237.157206,237.157206,237.157207,237.157207,237.157207,237.157207,237.157207,244.810183,271.516129,271.516128,271.516129,271.516129,271.516128,271.516128,271.516129,271.516129,271.516128,271.516129,271.516129,271.516129,271.516128,271.516128,650.100055,650.100055,650.100055,650.100055
"Calliandra_eriophylla",247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468473,247.468474,247.468474,247.468473,247.468473,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468474,247.468474,247.468474,247.468474,247.468474,247.468473,247.468473,247.468473,247.468473,247.468473,247.468474,247.468473,247.468473,155.926373,155.926373,155.926373,155.926374,155.926373,155.926374,155.926374,155.926373,155.926373,0,192.149825,225.402392,225.402392,225.402392,231.57113,231.571129,237.1572080003,237.157208,237.1572080003,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157207,237.157208,237.157207,237.157207,237.157207,237.157207,237.157208,237.157208,237.157208,237.157208,237.157208,244.810184,271.51613,271.516129,271.51613,271.51613,271.516129,271.516129,271.51613,271.51613,271.516129,271.51613,271.51613,271.51613,271.516129,271.516129,650.100056,650.100056,650.100056,650.100056
